t,psi_Ice Cream,psi_Coffee,psi_Tea
1,0.5186292839144019,1.207930966163287,1.207930966163287
2,0.4974354787689544,1.2243043686853656,1.2243043686853656
3,0.4621571779940497,1.2535979488189808,1.2535979488189808
4,0.5105866554256238,1.2143715211321713,1.2143715211321713
5,0.4201224920197265,1.2926868181184639,1.2926868181184639
6,0.4078516815177772,1.3051177517425294,1.3051177517425294
7,0.43962530835037406,1.2742590648260668,1.2742590648260668
8,0.5109836886137629,1.2144640772102075,1.2144640772102075
9,0.46504772988928755,1.2517090793391816,1.2517090793391816
10,0.4243735255005134,1.2889847881150456,1.2889847881150456
11,0.4147650872312312,1.2985303627822218,1.2985303627822218
12,0.41311403102422206,1.3002442046594764,1.3002442046594764
13,0.4434231089661096,1.271161907842967,1.271161907842967
14,0.533272673592283,1.1983158192112453,1.1983158192112453
15,0.8456805178782626,1.0339470907894097,1.0339470907894097
16,0.7475409943406848,1.0755913759230449,1.0755913759230449
17,0.9285542720371444,1.0034951335928834,1.0034951335928834
18,0.8524398649455017,1.0313384370075016,1.0313384370075016
19,0.6083425686203658,1.1489022753675124,1.1489022753675124
20,0.6720918107220345,1.1128258019883857,1.1128258019883857
21,0.8429882626979728,1.0349805520521695,1.0349805520521695
22,0.545944341116732,1.1893105061524039,1.1893105061524039
23,0.42784572585999103,1.2857466636605095,1.2857466636605095
24,0.39426701371358225,1.3197627571205452,1.3197627571205452
25,0.4490986668064398,1.265837267160079,1.265837267160079
26,0.4135934360677,1.299568115605303,1.299568115605303
27,0.4965518706704929,1.2256493689990335,1.2256493689990335
28,0.6369936494582226,1.131673010446006,1.131673010446006
29,0.5417228106453537,1.1917954957975967,1.1917954957975967
30,0.42903046682266976,1.2840366381635413,1.2840366381635413
31,0.3626023520127649,1.3549273321245388,1.3549273321245388
32,0.4298857085412134,1.2829744728296546,1.2829744728296546
33,0.42985026761093315,1.2828729770706047,1.2828729770706047
34,0.5887126798591669,1.1599179821913967,1.1599179821913967
35,0.6615932693799134,1.1172631135396611,1.1172631135396611
36,0.5415856985885125,1.1910127097555765,1.1910127097555765
37,0.4797445323793884,1.2379669264059334,1.2379669264059334
38,0.4625673834270548,1.2523210819625368,1.2523210819625368
39,0.5388124709779228,1.1924720040251837,1.1924720040251837
40,0.6207440873948445,1.1394882992796285,1.1394882992796285
41,0.7337362268836572,1.0799407146132178,1.0799407146132178
42,0.7684075036247257,1.0639258364994515,1.0639258364994515
43,0.6004290055926667,1.1511133220338556,1.1511133220338556
44,0.6452210027862124,1.1247122988233103,1.1247122988233103
45,0.7653547321193422,1.0647107853603068,1.0647107853603068
46,0.595532457337343,1.1534926443294367,1.1534926443294367
47,0.8019412935279403,1.0485111393337403,1.0485111393337403
48,0.7317606319902769,1.0794735008074212,1.0794735008074212
49,0.6660575447091657,1.1122311422102797,1.1122311422102797
50,0.541607168924604,1.1880805599880453,1.1880805599880453
51,0.6348625699158589,1.1289399909855167,1.1289399909855167
52,0.5232125684104254,1.2007490057664527,1.2007490057664527
53,0.4087013612011228,1.2992048208312477,1.2992048208312477
54,0.41129737698519103,1.2962640028279926,1.2962640028279926
55,0.4923029881213224,1.223495181248942,1.223495181248942
56,0.5328552152571725,1.1925937500728951,1.1925937500728951
57,0.665701871607647,1.110315343713269,1.110315343713269
58,0.6386204218653962,1.1248747356109552,1.1248747356109552
59,0.7828296214207021,1.0536392984930354,1.0536392984930354
60,0.6563652038718889,1.1144489839333418,1.1144489839333418
61,0.5998708285088059,1.1466933140481923,1.1466933140481923
62,0.505145078093286,1.2111817686268826,1.2111817686268826
63,0.4962047511349759,1.2177706219033033,1.2177706219033033
64,0.6044182293478011,1.1429343411001804,1.1429343411001804
65,0.7029748451228688,1.0886762032960422,1.0886762032960422
66,0.7375428671619781,1.0717551651221238,1.0717551651221238
67,0.6431372014499278,1.1194284106657768,1.1194284106657768
68,0.6432838829876403,1.1189961059727227,1.1189961059727227
69,0.7382230124838839,1.0704326664802328,1.0704326664802328
70,0.5538256095363217,1.1731674525090856,1.1731674525090856
71,0.7823474750862986,1.0500489955389452,1.0500489955389452
72,0.9534988770398557,0.985306213029651,0.985306213029651
73,1.1443872302175668,0.9291048162892027,0.9291048162892027
74,1.2189360244093854,0.9102208698071803,0.9102208698071803
75,1.0261267418589703,0.9614511609339662,0.9614511609339662
76,0.9314046533793611,0.9913715123134947,0.9913715123134947
77,1.1513297770720625,0.9260284548926822,0.9260284548926822
78,1.0142155637105439,0.9640342847929165,0.9640342847929165
79,0.9862918996610563,0.9723369180105849,0.9723369180105849
80,1.2110549645858082,0.910183454490003,0.910183454490003
81,1.1557888690191596,0.9235525798146416,0.9235525798146416
82,0.7839485616075386,1.0453234303184877,1.0453234303184877
83,0.8269969448719245,1.027211902049339,1.027211902049339
84,0.8352673155984182,1.0235625737113223,1.0235625737113223
85,0.6812841482443966,1.092117804922943,1.092117804922943
86,0.9531651089775796,0.9804726681582253,0.9804726681582253
87,0.5745436340954223,1.1524431422655765,1.1524431422655765
88,0.5371060181162866,1.177107470448529,1.177107470448529
89,0.7013509235657177,1.0803572009644542,1.0803572009644542
90,0.8264272625961666,1.024687753294286,1.024687753294286
91,0.5685876747954398,1.1544927415208621,1.1544927415208621
92,0.5182567499532219,1.1887770941727491,1.1887770941727491
93,0.40904059392416353,1.2817907055291147,1.2817907055291147
94,0.5022749009451519,1.1997971370529146,1.1997971370529146
95,0.7227845950992485,1.0674614459335654,1.0674614459335654
96,0.8734917937759988,1.004286075943193,1.004286075943193
97,0.8037138587008524,1.0309850135141148,1.0309850135141148
98,0.9796205606731847,0.9673201281387119,0.9673201281387119
99,0.9470137930508907,0.9774579782416769,0.9774579782416769
100,1.1243122110356951,0.9248496649726902,0.9248496649726902
101,0.8185449323695504,1.0233017960422361,1.0233017960422361
102,0.7700907234051336,1.0430518833671505,1.0430518833671505
103,0.780762602161777,1.0380418210513882,1.0380418210513882
104,1.2605005992460265,0.8901607958790856,0.8901607958790856
105,1.273098179807475,0.8869670605067534,0.8869670605067534
106,1.5142708378673837,0.8387238987640036,0.8387238987640036
107,1.4655112054527704,0.8472046736038765,0.8472046736038765
108,1.3965716789493834,0.8600134708282691,0.8600134708282691
109,1.115113477400529,0.9238553242388262,0.9238553242388262
110,0.9439933239400073,0.974039577763132,0.974039577763132
111,0.9208745782984799,0.9813934678604768,0.9813934678604768
112,0.9906561344548926,0.9583248672192376,0.9583248672192376
113,0.8774596356280596,0.9958555777181362,0.9958555777181362
114,0.7085627729196936,1.0659311605243746,1.0659311605243746
115,0.6425105088019517,1.0993854995272532,1.0993854995272532
116,0.561042257516469,1.14766432947361,1.14766432947361
117,0.7303915753272319,1.0543329932160377,1.0543329932160377
118,0.6750890845726832,1.0807934402439514,1.0807934402439514
119,0.7277339805328289,1.0547027949841603,1.0547027949841603
120,0.7771717228501397,1.032332381017768,1.032332381017768
121,0.7238034083128674,1.0556759372681055,1.0556759372681055
122,0.8661461349722868,0.9963339492450303,0.9963339492450303
123,0.9243930090182332,0.9754062970885651,0.9754062970885651
124,0.8118288588464515,1.0163829672781912,1.0163829672781912
125,0.8797353547191742,0.990194456821188,0.990194456821188
126,0.9716797886731549,0.9588125624610221,0.9588125624610221
127,0.978834565643672,0.9561874575675879,0.9561874575675879
128,0.9630463453534998,0.9607994820979178,0.9607994820979178
129,1.1758844597667468,0.9009776531212376,0.9009776531212376
130,0.7161653084512561,1.055500298394244,1.055500298394244
131,0.9931036716714855,0.950292603442166,0.950292603442166
132,1.210720727782058,0.8915705312315673,0.8915705312315673
133,1.1769924701514864,0.8993268588735366,0.8993268588735366
134,1.1448033961301973,0.9070012155110285,0.9070012155110285
135,1.3798423756476803,0.8540715287360044,0.8540715287360044
136,1.3602565984365613,0.8576701088220138,0.8576701088220138
137,1.4919868791444542,0.8323669061467794,0.8323669061467794
138,1.625586696748034,0.8095402906067191,0.8095402906067191
139,1.4544837881027168,0.838568346496205,0.838568346496205
140,1.356865488313308,0.8571141524701192,0.8571141524701192
141,1.1027065260136442,0.9156088334066343,0.9156088334066343
142,1.1792087249420669,0.8958524394147372,0.8958524394147372
143,0.8006310950234172,1.0136712531764234,1.0136712531764234
144,0.9633163702329125,0.9550831604958474,0.9550831604958474
145,1.0169940135157962,0.9383370325758966,0.9383370325758966
146,1.195164213323228,0.8907979664390758,0.8907979664390758
147,1.4993984818028518,0.8281704457998764,0.8281704457998764
148,1.3435371562880205,0.8574964446595265,0.8574964446595265
149,1.5617491568423127,0.8169163435073106,0.8169163435073106
150,1.6845642395255938,0.7971134016521042,0.7971134016521042
151,1.3957419978556953,0.8462982506697784,0.8462982506697784
152,1.0663302610848082,0.9221524897941336,0.9221524897941336
153,1.556987512802621,0.8167063974400877,0.8167063974400877
154,1.2235251206480215,0.8819263256315577,0.8819263256315577
155,1.4182302346508977,0.8409745964335603,0.8409745964335603
156,1.4955178049242803,0.8265785583166465,0.8265785583166465
157,2.100280334586403,0.7412531846396573,0.7412531846396573
158,1.505352049734749,0.8243872124002379,0.8243872124002379
159,1.47708958760007,0.8291778534167504,0.8291778534167504
160,1.66827456046764,0.7972913894375607,0.7972913894375607
161,1.6303024224657088,0.8029787507095535,0.8029787507095535
162,1.2241108444509659,0.8798666035169399,0.8798666035169399
163,1.4038193963822405,0.8419221413072521,0.8419221413072521
164,1.8355872586250215,0.7724992284926038,0.7724992284926038
165,1.6070533561420817,0.8058856506133506,0.8058856506133506
166,2.2551220887704466,0.7229167639415268,0.7229167639415268
167,1.2509876890525307,0.8727380576886214,0.8727380576886214
168,1.4620254040696754,0.8300879074237478,0.8300879074237478
169,1.4943591845833282,0.8241219261242835,0.8241219261242835
170,1.259846008989323,0.8702129565923548,0.8702129565923548
171,0.8728835598402667,0.9784392477925904,0.9784392477925904
172,1.5205182393481773,0.8190643545294614,0.8190643545294614
173,1.35739301670807,0.8491956356868647,0.8491956356868647
174,1.4669460044889575,0.8282128962832442,0.8282128962832442
175,1.1955753590778109,0.8840842005846477,0.8840842005846477
176,1.1275664569049118,0.900656774751362,0.900656774751362
177,1.1180099815307165,0.9029663591482681,0.9029663591482681
178,1.2167566863033812,0.8787012047588368,0.8787012047588368
179,1.4985350333266998,0.821917280321986,0.821917280321986
180,1.333750324009107,0.8530130133048354,0.8530130133048354
181,1.9015588285044858,0.7613866898749772,0.7613866898749772
182,1.7366389831553213,0.7837132194909789,0.7837132194909789
183,1.7596794402782403,0.780319124277153,0.780319124277153
184,1.2855963959607812,0.8626750217682274,0.8626750217682274
185,1.2418470008621048,0.8721910242878261,0.8721910242878261
186,1.4886785389472308,0.8229487398521921,0.8229487398521921
187,1.2874512660683761,0.8620131752422582,0.8620131752422582
188,1.7103733854345844,0.7870464262244619,0.7870464262244619
189,1.839027793836665,0.7689284104122664,0.7689284104122664
190,2.154685278323446,0.7308682179884141,0.7308682179884141
191,1.8294376496966631,0.7701069801404868,0.7701069801404868
192,1.5672275458837965,0.8091411309001467,0.8091411309001467
193,1.7522047849040003,0.7807217527151838,0.7807217527151838
194,1.9244335951799765,0.7576113356422054,0.7576113356422054
195,2.1660538490358436,0.7294445433867427,0.7294445433867427
196,2.1592581086633813,0.730155054242057,0.730155054242057
197,2.2403183752386044,0.721576920614023,0.721576920614023
198,1.8270935227154768,0.7702125361267878,0.7702125361267878
199,1.7426122315308632,0.7819611145797851,0.7819611145797851
200,1.4332160718786822,0.8324307620645452,0.8324307620645452
201,1.1511812635031167,0.8929012101398098,0.8929012101398098
202,1.1797640690143725,0.8859303484019401,0.8859303484019401
203,1.1879538156112848,0.8839870298473361,0.8839870298473361
204,1.4920384030679985,0.8218318235050868,0.8218318235050868
205,1.3283415965129632,0.8529966241454653,0.8529966241454653
206,0.7657880320371958,1.0174396488018753,1.0174396488018753
207,0.6450685836397397,1.0749036822063016,1.0749036822063016
208,0.9465985559093367,0.9508094032173109,0.9508094032173109
209,1.228331003067863,0.8748060209921621,0.8748060209921621
210,1.7334459850629174,0.7835570216660247,0.7835570216660247
211,1.7731677434887045,0.7779545373992466,0.7779545373992466
212,1.2579760236327682,0.8683489679110372,0.8683489679110372
213,1.374974197391188,0.8440603582197477,0.8440603582197477
214,1.6596473849923128,0.7948112709315873,0.7948112709315873
215,1.4494489786988267,0.8300962736802943,0.8300962736802943
216,1.9147094130886098,0.7594300733000038,0.7594300733000038
217,2.4756370516445214,0.6995699697240552,0.6995699697240552
218,2.065561619823163,0.7413990364726908,0.7413990364726908
219,1.6703804847132668,0.7936325563414739,0.7936325563414739
220,1.9327706228100725,0.7575334381711227,0.7575334381711227
221,1.4507303457208105,0.830488794272107,0.830488794272107
222,1.5329914927702393,0.8160818156351441,0.8160818156351441
223,1.6290841947780712,0.800483268427599,0.800483268427599
224,1.5125173858694911,0.8198618672515607,0.8198618672515607
225,1.258849106966697,0.8696143122349199,0.8696143122349199
226,1.3825323133846186,0.844069906750056,0.844069906750056
227,1.6384251867003858,0.7995709959666076,0.7995709959666076
228,2.108117484567509,0.7377496456533018,0.7377496456533018
229,2.0057037294017896,0.7497466178173158,0.7497466178173158
230,1.745124103075202,0.7840481103584219,0.7840481103584219
231,1.9642799606053656,0.7550782914448805,0.7550782914448805
232,1.8743077463122115,0.7666560605935674,0.7666560605935674
233,1.4846482243537822,0.8262002955546541,0.8262002955546541
234,1.0182306722888057,0.9323778305851507,0.9323778305851507
235,1.022759619893434,0.9312699174237238,0.9312699174237238
236,1.0778204961575955,0.9159909971791459,0.9159909971791459
237,1.3565458461442959,0.8512017250224457,0.8512017250224457
238,1.430194933044406,0.8371301757945891,0.8371301757945891
239,1.342193326288895,0.8545334043351122,0.8545334043351122
240,1.0086917381075104,0.9365694215144234,0.9365694215144234
241,1.0600727046031653,0.9220415094217498,0.9220415094217498
242,1.1596824525506266,0.896162824505964,0.896162824505964
243,1.1485398218442506,0.8991839760740709,0.8991839760740709
244,1.6789341697624849,0.7965383126464572,0.7965383126464572
245,1.739765342108997,0.7877434809796824,0.7877434809796824
246,1.617416613663394,0.8065762383138072,0.8065762383138072
247,1.3341065555206093,0.8580967026451782,0.8580967026451782
248,0.9875561576793136,0.945079453915899,0.945079453915899
249,0.9576030046542856,0.9547325515511336,0.9547325515511336
250,0.9273365588625918,0.9648952610974022,0.9648952610974022
251,0.8607501689322725,0.9884905393519233,0.9884905393519233
252,0.9861870027363145,0.9466844821506994,0.9466844821506994
253,0.9794189949632552,0.9490809631310656,0.9490809631310656
254,1.3224843087194698,0.8624046188372062,0.8624046188372062
255,1.064126435598716,0.92483212955096,0.92483212955096
256,1.1921191569150817,0.8921234504745965,0.8921234504745965
257,0.8292592326424627,1.0023389674840026,1.0023389674840026
258,0.6589514130845396,1.079226034692675,1.079226034692675
259,0.8066735498498893,1.011937883706955,1.011937883706955
260,0.8507482948252023,0.9952085375802702,0.9952085375802702
261,0.8528849950931269,0.9947646792960008,0.9947646792960008
262,1.1368894288024614,0.907678145658366,0.907678145658366
263,1.090424454868197,0.9202143884925345,0.9202143884925345
264,1.4949032143156027,0.8321521880950101,0.8321521880950101
265,1.3738745384660582,0.8552569529429888,0.8552569529429888
266,1.7263093036866297,0.7952868554015369,0.7952868554015369
267,1.6940514355070064,0.8004028631283651,0.8004028631283651
268,1.7426908123126852,0.7934860007554985,0.7934860007554985
269,1.6244695059746292,0.8118352728136881,0.8118352728136881
270,0.9819288868693751,0.9541068156319977,0.9541068156319977
271,0.7984891476927346,1.0197756126647177,1.0197756126647177
272,0.9002210125244086,0.9817663297384681,0.9817663297384681
273,1.101624490278151,0.9207023921174543,0.9207023921174543
274,1.2125262321666868,0.8932231369682222,0.8932231369682222
275,1.1894353231723707,0.8990918879118345,0.8990918879118345
276,1.4766440708751993,0.8393010173343973,0.8393010173343973
277,1.2758092380958392,0.8798492053825967,0.8798492053825967
278,0.9237620014263243,0.9760113627277572,0.9760113627277572
279,1.2037366371155305,0.8970964722390454,0.8970964722390454
280,1.518245075352925,0.8332121322952767,0.8332121322952767
281,1.063677546497707,0.9340758609952609,0.9340758609952609
282,1.0532519251846921,0.937406420816952,0.937406420816952
283,0.8201023497475054,1.0159629273625255,1.0159629273625255
284,0.8611662637871365,1.0006118100673036,1.0006118100673036
285,0.9690639962391802,0.9639153428370212,0.9639153428370212
286,1.0506465657713606,0.939688901913808,0.939688901913808
287,1.129346074160844,0.9185956668661903,0.9185956668661903
288,0.992094314738411,0.9578800953811951,0.9578800953811951
289,1.1840467779741584,0.9055434270498415,0.9055434270498415
290,1.071063133828111,0.9354613234325485,0.9354613234325485
291,1.0425806541084994,0.9439543125230753,0.9439543125230753
292,0.7319019890979532,1.0575491266468406,1.0575491266468406
293,0.8140366048533836,1.0225835682337563,1.0225835682337563
294,0.8207286310371051,1.0203291398663505,1.0203291398663505
295,0.8317975783748855,1.0163836032809261,1.0163836032809261
296,0.8687578475531705,1.0027545572449694,1.0027545572449694
297,0.9856920324722952,0.9634379140648043,0.9634379140648043
298,0.7783398709052459,1.0395015662334062,1.0395015662334062
299,0.815756909348432,1.0244196506484564,1.0244196506484564
300,0.9030361320289041,0.99204031041357,0.99204031041357
301,0.7284228810374889,1.0630883718577702,1.0630883718577702
302,0.7586793345027208,1.0497602131849113,1.0497602131849113
303,0.6767464268236504,1.0893025186686964,1.0893025186686964
304,0.8681421283835394,1.0062622967828219,1.0062622967828219
305,0.886823138035737,0.9998323798316205,0.9998323798316205
306,1.0363654421920658,0.9515792394598817,0.9515792394598817
307,0.8946850872972317,0.9978101235752335,0.9978101235752335
308,0.7770364086698577,1.0442718712997758,1.0442718712997758
309,0.6973319937647544,1.0814979954609976,1.0814979954609976
310,0.7512215833901361,1.0564556029679517,1.0564556029679517
311,0.6537243571478887,1.1049443285443024,1.1049443285443024
312,0.7275439774411838,1.0681699641101048,1.0681699641101048
313,0.7074617957316472,1.0781964955678114,1.0781964955678114
314,0.5999323496146702,1.1370421534679405,1.1370421534679405
315,0.7913291062538501,1.0410228294825559,1.0410228294825559
316,0.7459241255110954,1.061295357462905,1.061295357462905
317,0.7194562379744583,1.0740386006941243,1.0740386006941243
318,0.5952734836013108,1.1415985661609585,1.1415985661609585
319,0.551435989625753,1.1703191567295668,1.1703191567295668
320,0.5940624453519987,1.1431812649219901,1.1431812649219901
321,0.7341247175408948,1.0686910535781984,1.0686910535781984
322,0.6658984072747126,1.1029697804512135,1.1029697804512135
323,0.6680541362699562,1.1022205843456547,1.1022205843456547
324,0.8412655560248354,1.024193769518973,1.024193769518973
325,0.7311216037322658,1.0716053486992718,1.0716053486992718
326,0.8486193768277881,1.0220509325088367,1.0220509325088367
327,1.157099080268556,0.9258262642161939,0.9258262642161939
328,1.1995536968663574,0.9155190361131114,0.9155190361131114
329,0.9853941916413027,0.9753090716723146,0.9753090716723146
330,0.958387816374524,0.9843423393923906,0.9843423393923906
331,0.679798042329518,1.0990509052836692,1.0990509052836692
332,0.512792853936038,1.2031949520785756,1.2031949520785756
333,0.6043800362920503,1.14191624600426,1.14191624600426
334,0.49977508694700945,1.2138908494352503,1.2138908494352503
335,0.40817859526969774,1.2955297446735916,1.2955297446735916
336,0.3623492712544262,1.3462587337390213,1.3462587337390213
337,0.3300586476990726,1.387483507279294,1.387483507279294
338,0.3799244203209501,1.3267814110229357,1.3267814110229357
339,0.5556715078214162,1.175124705366479,1.175124705366479
340,0.5645674480424153,1.1694932017951993,1.1694932017951993
341,0.5695666388459276,1.166517414938914,1.166517414938914
342,0.48564225559406204,1.2278931875741312,1.2278931875741312
343,0.3445539996604347,1.3707982325914214,1.3707982325914214
344,0.37652914353041594,1.3327599355680397,1.3327599355680397
345,0.43943592840537193,1.2687909560528168,1.2687909560528168
346,0.5385528144437002,1.189132655415648,1.189132655415648
347,0.4963957953119177,1.22085076644652,1.22085076644652
348,0.5314061575810319,1.1947932023409007,1.1947932023409007
349,0.4822390953965132,1.2327766383457361,1.2327766383457361
350,0.4854226269710591,1.230457149169276,1.230457149169276
351,0.4721061415162964,1.2417269977419814,1.2417269977419814
352,0.6760637545225731,1.1071692868878966,1.1071692868878966
353,0.6935057659007453,1.0984053736864168,1.0984053736864168
354,0.6012673149221286,1.1499605402557025,1.1499605402557025
355,0.4921948658644431,1.2262637073944944,1.2262637073944944
356,0.5525711334055116,1.1819087312608694,1.1819087312608694
357,0.47698754513487013,1.2390920201242999,1.2390920201242999
358,0.5005966337627649,1.2202941536637248,1.2202941536637248
359,0.7140607788391895,1.08937510228174,1.08937510228174
360,0.6853496390375393,1.103951513069192,1.103951513069192
361,0.6534360802292911,1.1210971300567911,1.1210971300567911
362,0.5222747833373453,1.204603152359921,1.204603152359921
363,0.5516771967282103,1.183840088541649,1.183840088541649
364,0.7228458117190052,1.085913624290339,1.085913624290339
365,0.5770196548401261,1.167249271909167,1.167249271909167
366,0.5107877365457223,1.1906606976956564,1.1906606976956564
